subject,ecg,eda,temp,resp,emotion
S7,0.1316070556640625,11.531448364257812,34.43927001953125,-1.80511474609375,calm
S9,0.0482025146484375,3.170394897460937,34.8585205078125,-1.50299072265625,calm
S9,-0.0222930908203125,3.25164794921875,34.8231201171875,-0.921630859375,calm
S8,-0.043121337890625,3.657913208007813,34.961822509765625,0.36468505859375,calm
S3,0.0097503662109375,7.794952392578125,33.30279541015625,1.93634033203125,calm
S3,0.0503082275390625,7.719802856445312,33.340484619140625,3.70635986328125,calm
S11,0.0450897216796875,6.302261352539063,34.957183837890625,-1.02386474609375,calm
S2,0.0061798095703125,0.8281707763671875,32.096832275390625,-2.4871826171875,calm
S11,-0.1021728515625,6.3617706298828125,34.900115966796875,1.33209228515625,calm
S11,-0.0169830322265625,6.32171630859375,35.076080322265625,2.5970458984375,calm
S3,-0.2943878173828125,7.781219482421875,33.29376220703125,3.37066650390625,calm
S4,-0.0102081298828125,1.369476318359375,32.95977783203125,1.4251708984375,calm
S14,-0.0883026123046875,2.92510986328125,34.2618408203125,4.72869873046875,calm
S3,-0.3232269287109375,8.045578002929688,33.19732666015625,-0.1922607421875,calm
S11,0.04229736328125,6.333160400390625,35.082244873046875,-1.20697021484375,calm
S6,0.0005035400390625,8.548355102539062,34.228271484375,0.52032470703125,calm
S5,-0.416473388671875,5.491256713867188,34.841583251953125,-1.04522705078125,calm
S7,-0.0100250244140625,11.87591552734375,34.43927001953125,1.70440673828125,calm
S10,0.0558013916015625,0.90179443359375,34.44232177734375,-2.25982666015625,calm
S17,0.1292724609375,5.728530883789063,33.614044189453125,-1.861572265625,calm
S4,-0.039093017578125,1.3942718505859375,32.98382568359375,0.5279541015625,calm
S16,-0.0214691162109375,2.145004272460937,34.411712646484375,-0.03814697265625,calm
S6,-0.0096588134765625,8.397674560546875,34.2939453125,3.497314453125,calm
S6,-0.0415191650390625,8.320999145507812,34.19775390625,1.31378173828125,calm
S4,0.0012359619140625,1.3568878173828125,32.9117431640625,0.09307861328125,calm
S13,-0.1761016845703125,2.68402099609375,34.10321044921875,0.72479248046875,calm
S5,-0.0182647705078125,5.694580078125,34.91400146484375,-1.85699462890625,calm
S6,-0.0288848876953125,8.209609985351562,34.2099609375,1.95159912109375,calm
S6,0.0329132080078125,8.569717407226562,34.22979736328125,0.76751708984375,calm
S16,-0.1082611083984375,2.1152496337890625,34.396392822265625,5.90362548828125,calm
S16,-0.0275115966796875,2.170562744140625,34.408660888671875,2.87933349609375,calm
S15,-0.0060882568359375,2.3914337158203125,33.96612548828125,-1.800537109375,calm
S11,0.10931396484375,6.3007354736328125,34.99267578125,-1.58843994140625,calm
S9,-0.0329132080078125,3.17535400390625,34.8631591796875,-0.20904541015625,calm
S2,0.00677490234375,0.8029937744140625,31.91290283203125,-0.95367431640625,calm
S13,-0.0421600341796875,2.8553009033203125,34.141326904296875,-3.20281982421875,calm
S4,-0.0798797607421875,1.3702392578125,32.965789794921875,-2.2369384765625,calm
S10,-0.0384063720703125,0.90484619140625,34.4346923828125,-1.61590576171875,calm
S9,0.0058135986328125,3.150177001953125,34.897064208984375,2.93731689453125,calm
S2,0.018768310546875,0.860595703125,32.14434814453125,-0.39215087890625,calm
S14,-0.054473876953125,2.9247283935546875,34.252716064453125,-3.98101806640625,calm
S11,0.0303497314453125,6.310272216796875,35.02044677734375,-1.40838623046875,calm
S17,-0.1428680419921875,6.0413360595703125,33.529327392578125,-2.2369384765625,calm
S2,0.1820526123046875,0.7083892822265625,32.3079833984375,0.6622314453125,calm
S5,-0.0183563232421875,5.6949615478515625,34.920166015625,-1.73187255859375,calm
S4,1.4907073974609375,1.378631591796875,32.651153564453125,5.37261962890625,calm
S13,0.0167999267578125,2.8209686279296875,34.179412841796875,8.12530517578125,calm
S9,-0.03424072265625,3.15093994140625,34.901641845703125,-1.28021240234375,calm
S11,0.2058563232421875,6.3137054443359375,34.904754638671875,-1.39923095703125,calm
S6,-0.2268218994140625,8.316421508789062,34.252716064453125,3.021240234375,calm
S10,-0.0387725830078125,0.94146728515625,34.437713623046875,3.66973876953125,calm
S16,0.1976165771484375,2.1640777587890625,34.367340087890625,3.93218994140625,calm
S6,-0.141815185546875,8.398056030273438,34.271026611328125,0.21820068359375,calm
S4,-0.0261383056640625,1.40228271484375,32.946258544921875,-1.11236572265625,calm
S2,-0.0893096923828125,0.7328033447265625,32.1458740234375,-1.82037353515625,calm
S6,0.0342864990234375,8.575057983398438,34.217559814453125,1.65863037109375,calm
S7,-0.0324554443359375,11.533355712890623,34.451507568359375,-3.38287353515625,calm
S9,-0.7031707763671875,3.1787872314453125,34.78155517578125,-2.04010009765625,calm
S7,-0.02618408203125,11.62872314453125,34.365814208984375,3.08380126953125,calm
S14,-0.07086181640625,3.0200958251953125,34.1763916015625,3.472900390625,calm
S17,-0.3230438232421875,5.7857513427734375,33.49908447265625,-1.59149169921875,calm
S6,-0.0143280029296875,8.235549926757812,34.2099609375,-0.53863525390625,calm
S2,-0.16168212890625,0.586700439453125,32.77685546875,-0.38299560546875,calm
S8,-0.0234832763671875,3.7837982177734375,34.94024658203125,-0.4547119140625,calm
